,id,Actual,Nearest Neighbors,Support Vector Classifier (RBF),Logistic Regression,Ridge Regression,Random Forest,Decision Tree with Boosting,Decision Tree with Bagging,Multi Layer Perceptron,Gradient Boosting Classifier,LASSO,Linear Regression,Robust Regression
791,US10014918B2,0,1,0,0,0,0,1,0,0,0,0,0,0
792,US9164988B2,1,1,0,0,0,0,0,0,0,0,0,0,0
793,US7123643B2,1,0,0,0,0,0,0,0,0,0,0,0,0
794,US8881833B2,1,0,0,0,0,0,0,0,0,0,0,0,0
795,US9065746B2,0,0,1,1,1,1,1,0,1,1,1,1,1
796,US9213541B2,1,0,1,1,1,0,1,0,0,0,1,0,1
797,US9686175B2,1,0,1,1,1,0,0,1,0,0,1,1,1
798,US8572623B2,0,1,1,1,1,1,1,1,1,1,1,1,1
799,US9300424B2,1,0,0,0,0,0,0,0,0,0,0,0,0
800,US9638111B2,0,0,0,0,0,0,0,0,0,0,0,0,0
801,US9795682B2,0,0,0,0,0,0,0,0,0,0,0,0,0
802,US9205449B1,0,0,0,0,0,0,0,0,0,0,0,0,0
803,US9419486B2,0,0,0,0,0,0,0,0,0,0,0,0,0
804,US8978270B1,0,0,0,0,0,0,0,0,0,0,0,0,0
805,US9440355B2,0,0,0,0,0,0,0,0,0,0,0,0,0
806,US8835365B2,0,0,0,0,0,0,0,0,0,0,0,0,0
807,US9034210B2,0,0,0,0,0,0,0,0,0,0,0,0,0
808,US9268174B2,0,0,0,0,0,0,0,0,0,0,0,0,0
809,US6603853B1,0,0,0,0,0,0,0,0,0,0,0,0,0
810,US8360762B2,0,0,0,0,0,0,0,0,0,0,0,0,0
811,US9381755B2,0,0,0,0,0,0,0,0,0,0,0,0,0
812,US8445113B2,0,0,0,0,0,0,0,0,0,0,0,0,0
813,US9982338B2,0,0,0,0,0,0,0,0,0,0,0,0,0
814,US9949588B1,0,0,0,0,0,0,0,0,0,0,0,0,0
815,US10125051B2,0,0,0,0,0,0,0,0,0,0,0,0,0
816,US5325406A,0,0,0,0,0,0,0,0,0,0,0,0,0
817,US8701918B2,0,0,0,0,0,0,0,0,0,0,0,0,0
818,US9140859B2,0,0,0,0,0,0,0,0,0,0,0,0,0
819,US8770379B2,0,0,0,0,0,0,0,0,0,0,0,0,0
820,US5843335A,0,0,0,0,0,0,0,0,0,0,0,0,0
821,US5075117A,0,0,0,0,0,0,0,0,0,0,0,0,0
822,US9932084B2,0,0,0,0,0,0,0,0,0,0,0,0,0
823,US9373548B2,0,0,0,0,0,0,0,0,0,0,0,0,0
824,US9533741B2,0,0,0,0,0,0,0,0,0,0,0,0,0
825,US10000143B1,0,0,0,0,0,0,0,0,0,0,0,0,0
826,US9341682B2,0,0,0,0,0,0,0,0,0,0,0,0,0
827,US9660645B2,0,0,0,0,0,0,0,0,0,0,0,0,0
828,US4491376A,0,0,0,0,0,0,0,0,0,0,0,0,0
829,US9184522B1,0,0,0,0,0,0,0,0,0,0,0,0,0
830,US8702176B2,0,0,0,0,0,0,0,0,0,0,0,0,0
831,US5714350A,0,0,0,0,0,0,0,0,0,0,0,0,0
832,US8704004B2,0,0,0,0,0,0,0,0,0,0,0,0,0
833,US9067764B2,0,0,0,0,0,0,0,0,0,0,0,0,0
834,US8739890B2,0,0,0,0,0,0,0,0,0,0,0,0,0
835,US9890602B2,0,0,0,0,0,0,0,0,0,0,0,0,0
836,US9278079B2,0,0,0,0,0,0,0,0,0,0,0,0,0
837,US6995448B2,0,0,0,0,0,0,0,0,0,0,0,0,0
838,US5298757A,0,0,0,0,0,0,0,0,0,0,0,0,0
839,US8416578B2,0,0,0,0,0,0,0,0,0,0,0,0,0
840,US5604927A,0,0,0,0,0,0,0,0,0,0,0,0,0
841,US6933305B2,0,0,0,0,0,0,0,0,0,0,0,0,0
842,US6712429B2,0,0,0,0,0,0,0,0,0,0,0,0,0
843,US5248526A,0,0,0,0,0,0,0,0,0,0,0,0,0
844,US9491924B2,0,0,0,0,0,0,0,0,0,0,0,0,0
845,US9849675B2,0,0,0,0,0,0,0,0,0,0,0,0,0
846,US9243433B2,0,0,0,0,0,0,0,0,0,0,0,0,0
847,US9003662B2,0,0,0,0,0,0,0,0,0,0,0,0,0
848,US9537254B2,0,0,0,0,0,0,0,0,0,0,0,0,0
849,US9481430B2,0,0,0,0,0,0,0,0,0,0,0,0,0
850,US9622636B1,0,0,0,0,0,0,0,0,0,0,0,0,0
851,US9066504B2,0,0,0,0,0,0,0,0,0,0,0,0,0
852,US9728788B2,0,0,0,0,0,0,0,0,0,0,0,0,0
853,US5861711A,0,0,0,0,0,0,0,0,0,0,0,0,0
854,US9844174B2,0,0,0,0,0,0,0,0,0,0,0,0,0
855,US9144145B2,0,0,0,0,0,0,0,0,0,0,0,0,0
856,US9716422B2,1,0,0,0,1,0,0,0,1,0,0,1,0
857,US6631582B2,0,0,0,0,0,0,0,0,0,0,0,0,0
858,US9200938B2,0,0,0,0,0,0,0,0,0,0,0,0,0
859,US5082971A,0,0,0,0,0,0,0,0,0,0,0,0,0
860,US9650962B2,0,0,0,0,0,0,0,0,0,0,0,0,0
861,US9680136B2,0,0,0,0,0,0,0,0,0,0,0,0,0
862,US5050813A,0,0,0,0,0,0,0,0,0,0,0,0,0
863,US5475231A,0,0,0,0,0,0,0,0,0,0,0,0,0
864,US9180263B2,0,0,0,0,0,0,0,0,0,0,0,0,0
865,US10141663B1,0,0,0,0,0,0,0,0,0,0,0,0,0
866,US4863625A,0,0,0,0,0,0,0,0,0,0,0,0,0
867,US6161512A,0,0,0,0,0,0,0,0,0,0,0,0,0
868,US10046277B2,0,0,0,0,0,0,0,0,0,0,0,0,0
869,US8763979B2,0,0,0,0,0,0,0,0,0,0,0,0,0
870,US10020015B2,0,0,0,0,0,0,0,0,0,0,0,0,0
871,US9601801B2,0,0,0,0,0,0,0,0,0,0,0,0,0
872,US10130431B2,0,0,0,0,0,0,0,0,0,0,0,0,0
873,US9796495B2,0,0,0,0,0,0,0,0,0,0,0,0,0
874,US6552088B2,0,0,0,0,0,0,0,0,0,0,0,0,0
875,US4609322A,0,0,0,0,0,0,0,0,0,0,0,0,0
876,US9103499B2,0,0,0,0,0,0,0,0,0,0,0,0,0
877,US5875916A,0,0,0,0,0,0,0,0,0,0,0,0,0
878,US6979167B2,0,0,0,0,0,0,0,0,0,0,0,0,0
879,US10043562B2,0,0,0,0,0,0,0,0,0,0,0,0,0
880,US5095781A,0,0,0,0,0,0,0,0,0,0,0,0,0
881,US9016240B2,0,0,0,0,0,0,0,0,0,0,0,0,0
882,US9538703B2,0,0,0,0,0,0,0,0,0,0,0,0,0
883,US9970097B2,0,0,0,0,0,0,0,0,0,0,0,0,0
884,US9462737B2,0,0,0,0,0,0,0,0,0,0,0,0,0
885,US9027511B2,0,0,0,0,0,0,0,0,0,0,0,0,0
886,US9733487B2,0,0,0,0,0,0,0,0,0,0,0,0,0
887,US8251179B2,0,0,0,0,0,0,0,0,0,0,0,0,0
888,US9950871B2,0,0,0,0,0,0,0,0,0,0,0,0,0
889,US7154161B1,0,0,0,0,0,0,0,0,0,0,0,0,0
890,US8845606B2,0,0,0,0,0,0,0,0,0,0,0,0,0
891,US9881896B2,0,0,0,0,0,0,0,0,0,0,0,0,0
892,US8871740B2,0,0,0,0,1,0,0,0,0,0,0,0,1
893,US9895814B2,0,0,0,0,0,0,0,0,0,0,0,0,0
894,US9821958B2,0,0,0,0,0,0,0,0,0,0,0,0,0
895,US10058346B2,0,0,0,0,0,0,0,0,0,0,0,0,0
896,US5170861A,0,0,0,0,0,0,0,0,0,0,0,0,0
897,US9044344B2,0,0,0,0,0,0,0,0,0,0,0,0,0
898,US6476140B2,0,0,0,0,0,0,0,0,0,0,0,0,0
899,US4792208A,0,0,0,0,0,0,0,0,0,0,0,0,0
900,US8969970B2,0,0,0,0,0,0,0,0,0,0,0,0,0
901,US10066717B2,0,0,0,0,0,0,0,0,0,0,0,0,0
902,US6380305B1,0,0,0,0,0,0,0,0,0,0,0,0,0
903,US9378506B1,0,1,0,0,0,0,0,0,0,0,0,0,0
904,US6569717B1,0,0,0,0,0,0,0,0,0,0,0,0,0
905,US9012608B2,0,0,0,0,0,0,0,0,0,0,0,0,0
906,US10064506B2,0,0,0,0,0,0,0,0,0,0,0,0,0
907,US7766153B2,0,0,0,0,0,0,0,0,0,0,0,0,0
908,US10053915B2,0,0,0,0,0,0,0,0,0,0,0,0,0
909,US9255169B2,0,0,0,0,0,0,0,0,0,0,0,0,0
910,US9581405B2,0,0,0,0,0,0,0,0,0,0,0,0,0
911,US9751575B2,0,0,0,0,0,0,0,0,0,0,0,0,0
912,US9021966B2,0,0,0,0,0,0,0,0,0,0,0,0,0
913,US4715401A,0,0,0,0,0,0,0,0,0,0,0,0,0
914,US9976557B2,0,0,0,0,0,0,0,0,0,0,0,0,0
915,US9297539B2,0,0,0,0,0,0,0,0,0,0,0,0,0
916,US10115408B2,0,1,0,0,0,0,0,0,0,0,0,0,1
917,US6855061B2,0,0,0,0,0,0,0,0,0,0,0,0,0
918,US5757730A,0,1,0,0,0,0,0,0,0,0,0,0,0
919,US9890099B2,0,0,0,0,0,0,0,0,0,0,0,0,0
920,US9184532B2,0,0,0,0,0,0,0,0,0,0,0,0,0
921,US9184078B2,0,0,0,0,0,0,0,0,0,0,0,0,0
922,US8013481B2,0,0,0,0,0,0,0,0,0,0,0,0,0
923,US8857655B2,0,0,0,0,0,0,0,0,0,0,0,0,0
924,US9570609B2,0,0,0,0,0,0,0,0,0,0,0,0,0
925,US6214988A,0,0,0,0,0,0,0,0,0,0,0,0,0
926,US8995338B2,0,0,0,0,0,0,0,0,0,0,0,0,0
927,US9857002B2,0,0,0,0,0,0,0,0,0,0,0,0,0
928,US9166464B2,0,0,0,0,0,0,0,0,0,0,0,0,0
929,US6838257B2,0,0,0,0,0,0,1,0,0,1,0,0,0
930,US9791013B2,0,0,0,0,0,0,0,0,0,0,0,0,0
931,US9055750B2,0,0,0,0,0,0,0,0,0,0,0,0,0
932,US8800829B2,0,0,0,0,0,0,0,0,0,0,0,0,0
933,US8981157B2,0,0,0,0,0,0,0,0,0,0,0,0,0
934,US8993712B2,0,0,0,0,0,0,0,0,0,0,0,0,0
935,US9137952B1,0,0,0,0,0,0,0,0,0,0,0,0,0
936,US9627290B2,0,0,0,0,0,0,0,0,0,0,0,0,0
937,US9559461B1,0,0,0,0,0,0,0,0,0,0,0,0,0
938,US8961499B2,0,0,0,0,0,0,0,0,0,0,0,0,0
939,US6216409A,0,0,0,0,0,0,0,0,0,0,0,0,0
940,US10100026B2,0,0,0,0,0,0,0,0,0,0,0,0,0
941,US5027958A,0,0,0,0,0,0,0,0,0,0,0,0,0
942,US8167561B2,0,0,0,0,0,0,0,0,0,0,0,0,0
943,US9605790B1,0,0,0,0,0,0,0,0,0,0,0,0,0
944,US9581092B2,0,0,0,0,0,0,0,0,0,0,0,0,0
945,US4731219A,0,0,0,0,0,0,0,0,0,0,0,0,0
946,US9178608B2,0,0,0,0,0,0,0,0,0,0,0,0,0
947,US9486101B2,0,0,0,0,0,0,0,0,0,0,0,0,0
948,US9677880B2,0,0,0,0,0,0,0,0,0,0,0,0,0
949,US10072368B2,0,0,0,0,0,0,0,0,0,0,0,0,0
950,US9106002B2,0,0,0,0,0,0,0,0,0,0,0,0,0
951,US7516535B1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,US9154348B2,0,0,1,1,0,0,1,0,1,1,0,0,0
953,US10019669B2,1,1,1,1,1,0,1,0,1,1,1,1,1
954,US9676067B2,0,0,0,0,0,0,0,0,0,0,0,0,0
955,US8768863B2,1,1,1,1,1,1,1,0,1,1,1,1,1
956,US5052956A,0,0,0,0,0,0,0,0,0,0,0,0,0
957,US9072486B2,0,0,0,0,0,0,0,0,0,0,0,0,0
958,US10006730B1,0,0,0,0,0,0,0,0,1,0,0,1,0
959,US9481272B2,0,0,0,0,0,0,0,0,0,0,0,0,0
960,US9302598B2,0,0,0,0,0,0,0,0,0,0,0,0,0
961,US4843845A,0,0,0,0,0,0,0,0,0,0,0,0,0
962,US5450115A,0,0,0,0,0,0,0,0,0,0,0,0,0
963,US8985928B2,0,0,0,0,0,0,0,0,0,0,0,0,0
964,US9072754B2,0,0,0,0,0,0,0,0,0,0,0,0,0
965,US9251645B2,0,1,0,0,0,0,0,0,0,0,0,0,0
966,US7265368B2,0,0,0,0,0,0,0,0,0,0,0,0,0
967,US9518764B2,0,0,0,0,0,0,0,0,0,0,0,0,0
968,US8033278B2,0,0,0,0,0,0,0,0,0,0,0,0,0
969,US7867261B2,0,0,0,0,0,0,0,0,0,0,0,0,0
970,US8926898B2,0,0,0,0,0,0,0,0,0,0,0,0,0
971,US9113708B2,0,0,0,0,0,0,0,0,0,0,0,0,0
972,US9916938B2,0,0,0,0,0,0,0,0,0,0,0,0,0
973,US9371994B2,0,0,0,0,0,0,0,0,0,0,0,0,0
974,US5618488A,0,0,0,0,0,0,0,0,0,0,0,0,0
975,US7322982B2,0,0,0,0,0,0,0,0,0,0,0,0,0
976,US9909057B2,0,0,0,0,0,0,0,0,0,0,0,0,0
977,US4954107A,0,0,0,0,0,0,0,0,0,0,0,0,0
978,US7402515B2,0,0,0,0,0,0,0,0,0,0,0,0,0
979,US9221431B2,0,0,0,0,0,0,0,0,0,0,0,0,0
980,US5899569A,0,0,0,0,0,0,0,0,0,0,0,0,0
981,US10060157B1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,US4713249A,0,0,0,0,0,0,0,0,0,0,0,0,0
983,US5518739A,0,0,0,0,0,0,0,0,0,0,0,0,0
984,US5499684A,0,0,0,0,0,0,0,0,0,0,0,0,0
985,US5041957A,0,0,0,0,0,0,0,0,0,0,0,0,0
986,US5580649A,0,0,0,0,0,0,0,0,0,0,0,0,0
987,US9913476B2,0,0,0,0,0,0,0,0,0,0,0,0,0
988,US10103452B2,0,0,0,0,0,0,0,0,0,0,0,0,0
989,US9496196B2,0,0,0,0,0,0,0,0,0,0,0,0,0
990,US9005209B2,0,0,0,0,0,0,0,0,0,0,0,0,0
991,US9689896B2,0,0,0,0,0,0,0,0,0,0,0,0,0
992,US8697273B2,0,0,0,0,0,0,0,0,0,0,0,0,0
993,US8128565B2,0,0,0,0,0,0,0,0,0,0,0,0,0
994,US6735014B2,0,0,0,0,0,0,0,0,0,0,0,0,0
995,US9322342B2,0,0,0,0,0,0,0,0,0,0,0,0,0
996,US7963288B2,0,0,0,0,0,0,0,0,0,0,0,0,0
997,US9034418B2,0,0,0,0,0,0,0,0,0,0,0,1,1
998,US8414996B2,0,0,0,0,0,0,0,0,0,0,0,0,0
999,US9083023B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,US9174345B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,US9630882B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,US10053196B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,US9010737B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,US9016158B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,US8575395B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,US7871094B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,US9623556B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,US9560745B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,US6813555B1,1,1,1,1,1,1,1,1,1,1,1,1,1
1010,US7696110B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,US4650127A,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,US4818864A,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,US9336774B1,1,1,1,1,1,0,1,0,1,1,1,1,1
1014,US8911852B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,US10039548B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,US6442260B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,US10113549B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,US9144751B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,US7651283B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,US5543956A,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,US7891437B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,US6758599B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,US6269084A,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,US9764667B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,US10111471B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,US10103925B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,US8329549B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,US7534782B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,US9352930B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,US9151372B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,US9008415B2,1,1,1,1,1,0,1,0,1,1,1,1,1
1032,US8163692B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,US5685255A,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,US9485908B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,US9903702B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,US9035161B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,US9113058B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,US6716513B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,US10001195B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,US9376300B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,US9524908B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,US9425246B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,US9230789B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,US9885419B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,US9592985B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,US9194038B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,US9070249B2,0,1,0,0,0,0,1,0,0,0,0,0,0
1048,US10000558B2,0,0,0,0,1,0,0,0,0,0,1,1,1
1049,US7555886B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,US9448142B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,US5609220A,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,US9074471B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,US9265470B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,US6073965A,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,US9249926B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,US7819686B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,US6465236B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,US9743274B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,US4842216A,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,US8696233B2,0,1,0,0,0,0,0,0,0,0,0,0,0
1061,US9846319B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,US6830478B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,US9475853B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,US10119941B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,US9347621B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,US7963913B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,US9197708B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,US9396332B2,1,1,1,1,1,1,1,1,1,1,1,1,1
1069,US9274770B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,US9239117B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,US6590314B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,US6393745B1,0,1,0,0,0,0,0,0,0,0,0,0,0
1073,US9569423B2,1,1,1,1,1,1,1,1,1,1,1,1,1
1074,US9302291B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,US9610650B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,US5175571A,0,1,1,1,0,0,0,0,0,0,0,0,0
1077,US9519238B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,US9212154B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,US6864171B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,US7980378B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,US9739794B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,US9950423B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,US8582579B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,US9867496B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,US9257041B2,1,1,1,1,1,1,1,1,1,1,1,1,1
1086,US9055913B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,US9567060B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,US7773495B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,US7847257B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,US8492498B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,US7245583B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,US9488180B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,US7782395B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,US8222351B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,US9092317B2,0,1,1,1,1,1,1,1,1,1,1,1,1
1096,US9994105B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,US7017766B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,US9311999B2,0,0,1,1,1,0,0,0,1,0,1,1,1
1099,US9468412B2,1,1,1,1,1,1,0,0,1,1,1,1,1
1100,US9117169B2,1,0,1,1,1,0,1,0,1,0,1,1,1
1101,US7344017B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,US9517987B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,US6233502A,0,1,0,0,0,0,1,0,1,1,0,1,0
1104,US9065260B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,US9861129B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,US4982369A,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,US9532688B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,US8488231B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,US9795454B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,US7539279B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,US5967788A,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,US8003014B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,US6934301B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,US9384886B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,US10094820B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,US10092850B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,US9782789B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,US10099373B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,US9280041B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,US7042840B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,US9301459B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,US9909129B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,US7614881B2,0,1,1,1,1,0,0,0,1,0,1,1,1
1124,US10078949B2,0,1,0,0,0,0,0,0,0,0,0,0,0
1125,US9091809B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,US4817992A,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,US6097556A,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,US9154486B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,US9940574B1,1,1,1,1,1,0,1,1,1,1,1,1,1
1130,US9737098B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,US9752996B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,US5889696A,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,US8950244B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,US5148696A,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,US9882324B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,US10125503B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,US9001254B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,US8155308B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,US9741946B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,US5315331A,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,US7421869B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,US8988901B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,US7805342B2,0,0,0,1,0,0,1,0,0,0,0,0,0
1144,US9237378B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,US9911562B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,US9361694B2,1,1,1,1,1,1,1,1,1,1,1,1,1
1147,US10085809B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,US9092937B2,0,1,0,0,0,0,0,0,0,0,0,0,0
1149,US9279168B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,US9086644B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,US10070835B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,US9535998B2,0,1,1,1,1,1,1,1,1,1,1,1,1
1153,US9803556B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,US9777728B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,US9808927B2,0,0,0,0,0,0,1,0,0,0,0,0,0
1156,US9664480B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,US9190949B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,US6711314B1,0,0,0,0,0,0,1,0,0,0,0,0,0
1159,US9037014B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,US10065703B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,US9734447B1,1,1,1,1,1,1,1,1,1,1,1,1,1
1162,US9383818B2,0,0,0,0,0,0,1,0,0,0,0,0,0
1163,US5029551A,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,US8980096B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,US9396024B2,0,1,1,0,1,0,0,1,0,1,1,1,1
1166,US7610017B2,0,0,0,0,0,0,1,0,0,0,0,1,0
1167,US9278806B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,US9741018B2,1,1,1,1,1,1,1,1,1,1,1,1,1
1169,US10017990B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,US9846948B2,1,1,1,1,1,1,1,1,1,1,1,1,1
1171,US6587291B2,0,1,1,1,0,0,1,0,0,0,0,0,0
1172,US9003955B1,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,US10100169B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,US9982691B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,US8010126B2,0,1,0,0,0,0,1,0,0,0,0,0,0
1176,US5250812A,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,US4847646A,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,US9551975B2,0,1,0,0,0,0,0,0,0,0,0,0,0
1179,US9090431B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,US9124484B2,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,US8988338B2,0,1,1,1,1,1,1,1,0,1,1,1,1
1182,US10133147B2,0,0,0,0,0,0,0,0,0,0,0,0,0
