,id,Actual,No Embeddings,GLOVE (6B - 50),GLOVE (840B - 300),Doc2Vec USPTO Patent Embeddings,FastText
1033,US10128558B2,0,[0],[0],[0],[0],[0]
1034,US7784985B2,0,[0],[0],[0],[0],[0]
1035,US7336447B2,0,[0],[0],[0],[0],[0]
1036,US6917065B2,0,[0],[0],[0],[0],[0]
1037,US5872310A,0,[0],[0],[0],[0],[0]
1038,US5801387A,0,[0],[0],[0],[0],[0]
1039,US5353077A,0,[0],[0],[0],[0],[0]
1040,US10111471B2,0,[0],[0],[0],[0],[0]
1041,US9687404B2,0,[0],[0],[0],[0],[0]
1042,US10065308B2,0,[0],[0],[0],[0],[0]
1043,US9997175B1,0,[0],[0],[0],[0],[0]
1044,US9278837B2,0,[0],[0],[0],[0],[0]
1045,US9551392B2,0,[0],[0],[0],[0],[0]
1046,US9370400B2,0,[0],[0],[0],[0],[0]
1047,US10099456B2,0,[0],[0],[0],[0],[0]
1048,US9078467B2,0,[0],[0],[0],[0],[0]
1049,US9463142B2,0,[0],[0],[0],[0],[0]
1050,US9376300B2,0,[0],[0],[0],[0],[0]
1051,US10087879B2,0,[0],[0],[0],[0],[0]
1052,US9561691B2,0,[0],[0],[0],[0],[0]
1053,US9463732B2,0,[0],[0],[0],[0],[0]
1054,US9109238B2,0,[0],[0],[0],[0],[0]
1055,US5233383A,0,[0],[0],[0],[0],[0]
1056,US9725620B2,0,[0],[0],[0],[0],[0]
1057,US9057392B2,0,[0],[0],[0],[0],[0]
1058,US9296627B1,0,[0],[0],[0],[0],[0]
1059,US10000558B2,0,[0],[0],[0],[0],[0]
1060,US9724807B2,0,[0],[0],[0],[0],[0]
1061,US9700879B2,0,[0],[0],[0],[0],[0]
1062,US9574906B2,0,[0],[0],[0],[0],[0]
1063,US6588739B1,0,[0],[0],[0],[0],[0]
1064,US4926203A,0,[0],[0],[0],[0],[0]
1065,US9265470B2,0,[0],[0],[0],[0],[0]
1066,US9993127B2,0,[0],[0],[0],[0],[0]
1067,US7819686B2,0,[0],[0],[0],[0],[0]
1068,US9904548B2,0,[0],[0],[0],[0],[0]
1069,US8696233B2,0,[0],[1],[0],[0],[0]
1070,US8140761B2,0,[0],[0],[0],[0],[0]
1071,US7004291B2,0,[0],[0],[0],[0],[0]
1072,US9070776B2,0,[0],[0],[0],[0],[0]
1073,US7863612B2,0,[0],[0],[0],[0],[0]
1074,US9690650B2,0,[1],[0],[0],[0],[0]
1075,US9991536B2,0,[0],[0],[0],[0],[0]
1076,US9483607B2,0,[0],[0],[0],[0],[0]
1077,US7963913B2,0,[0],[0],[0],[0],[0]
1078,US9786396B2,0,[0],[0],[0],[0],[0]
1079,US9895454B2,0,[0],[0],[0],[0],[0]
1080,US9989191B2,0,[0],[0],[0],[0],[0]
1081,US9779354B2,1,[1],[1],[1],[1],[1]
1082,US9681740B2,0,[0],[0],[0],[0],[0]
1083,US10074159B2,0,[0],[0],[0],[0],[0]
1084,US9193655B2,0,[0],[0],[0],[0],[0]
1085,US9683553B2,0,[0],[0],[0],[0],[0]
1086,US7693225B2,0,[0],[0],[0],[0],[0]
1087,US4791429A,0,[0],[0],[0],[0],[0]
1088,US9302291B2,0,[0],[0],[0],[0],[0]
1089,US9708907B2,0,[0],[0],[0],[0],[0]
1090,US9610650B2,0,[0],[0],[0],[0],[0]
1091,US6864171B1,0,[0],[0],[0],[0],[0]
1092,US9102065B2,0,[0],[0],[0],[0],[0]
1093,US8582579B2,0,[0],[0],[0],[0],[0]
1094,US9867496B2,0,[0],[0],[0],[0],[0]
1095,US9733911B2,0,[1],[0],[0],[0],[0]
1096,US9920390B2,0,[0],[0],[0],[0],[0]
1097,US9055913B2,0,[0],[0],[0],[0],[0]
1098,US9980838B2,0,[0],[0],[0],[0],[0]
1099,US7301501B2,0,[0],[0],[0],[0],[0]
1100,US10030947B1,0,[0],[0],[0],[0],[0]
1101,US8009507B2,0,[0],[0],[0],[0],[0]
1102,US9971576B2,0,[0],[0],[0],[0],[0]
1103,US9488180B2,0,[0],[0],[0],[0],[0]
1104,US9712185B2,0,[0],[0],[0],[0],[0]
1105,US7782395B2,0,[0],[0],[0],[0],[0]
1106,US10068233B2,1,[1],[1],[1],[1],[1]
1107,US9810948B2,0,[0],[0],[0],[0],[0]
1108,US9117169B2,1,[1],[1],[1],[1],[1]
1109,US9384595B2,0,[0],[0],[0],[1],[0]
1110,US10106388B2,0,[0],[0],[0],[0],[0]
1111,US8944192B2,0,[0],[0],[0],[0],[0]
1112,US5205238A,0,[0],[0],[0],[0],[0]
1113,US9861129B2,0,[0],[0],[0],[0],[0]
1114,US9776326B2,0,[0],[0],[0],[0],[0]
1115,US10034721B1,0,[0],[0],[0],[0],[0]
1116,US4622980A,0,[0],[0],[0],[0],[0]
1117,US6639629B1,0,[0],[0],[0],[0],[0]
1118,US6803916B2,0,[0],[0],[0],[0],[0]
1119,US10078982B2,0,[0],[0],[0],[0],[0]
1120,US9859614B2,0,[0],[0],[0],[0],[0]
1121,US8250482B2,0,[0],[0],[0],[1],[0]
1122,US8971821B2,0,[0],[0],[0],[0],[0]
1123,US9782789B2,0,[0],[0],[0],[0],[0]
1124,US8559086B2,0,[0],[0],[0],[0],[0]
1125,US7619635B1,0,[0],[0],[0],[1],[0]
1126,US7680594B2,1,[1],[1],[1],[1],[1]
1127,US6986591B2,0,[0],[0],[0],[0],[0]
1128,US8469814B2,0,[0],[0],[0],[0],[0]
1129,US9649466B2,0,[0],[0],[0],[0],[0]
1130,US9532619B1,0,[0],[0],[0],[0],[0]
1131,US7458245B1,0,[0],[0],[0],[0],[0]
1132,US8605262B2,0,[0],[0],[0],[0],[0]
1133,US9108612B2,0,[0],[0],[0],[0],[0]
1134,US9319572B2,0,[0],[0],[0],[0],[0]
1135,US9207657B2,0,[0],[0],[0],[0],[0]
1136,US7035726B2,0,[0],[0],[0],[0],[0]
1137,US9861811B2,0,[0],[0],[0],[0],[0]
1138,US6097556A,0,[0],[0],[0],[0],[0]
1139,US8978583B2,0,[0],[0],[0],[0],[0]
1140,US9930950B1,0,[0],[0],[0],[0],[0]
1141,US7640796B2,0,[0],[0],[0],[0],[0]
1142,US4812697A,0,[0],[0],[0],[0],[0]
1143,US9154486B1,0,[0],[0],[0],[0],[0]
1144,US10076884B2,0,[0],[0],[0],[0],[0]
1145,US7778265B2,0,[0],[1],[0],[0],[0]
1146,US7184427B1,0,[0],[0],[0],[0],[0]
1147,US9878270B2,0,[0],[0],[0],[0],[0]
1148,US9050956B2,0,[0],[0],[0],[0],[0]
1149,US9566193B2,0,[0],[0],[0],[0],[0]
1150,US9882324B2,0,[0],[0],[0],[0],[0]
1151,US10125503B2,0,[0],[0],[0],[0],[0]
1152,US6774167B1,0,[0],[0],[0],[0],[0]
1153,US6207962A,0,[0],[0],[0],[0],[0]
1154,US9072520B2,0,[0],[0],[0],[0],[0]
1155,US8155308B1,0,[0],[0],[0],[0],[0]
1156,US9420608B2,0,[0],[0],[0],[0],[0]
1157,US9451619B2,0,[0],[0],[0],[0],[0]
1158,US9323695B2,1,[1],[1],[1],[1],[1]
1159,US9182320B2,0,[1],[0],[0],[0],[0]
1160,US6576580B2,0,[0],[0],[0],[0],[0]
1161,US9952977B2,0,[0],[0],[0],[0],[0]
1162,US10015138B2,1,[1],[1],[1],[1],[1]
1163,US4860039A,0,[0],[0],[0],[0],[0]
1164,US9861329B2,0,[0],[0],[0],[0],[0]
1165,US9675730B2,0,[0],[0],[0],[0],[0]
1166,US10053399B2,0,[0],[0],[0],[0],[0]
1167,US10028327B2,0,[0],[0],[0],[0],[0]
1168,US4609820A,0,[0],[0],[0],[0],[0]
1169,US7939956B1,0,[1],[0],[1],[0],[0]
1170,US9271779B2,0,[0],[0],[0],[0],[0]
1171,US8241667B2,0,[0],[0],[0],[0],[0]
1172,US9678219B2,0,[0],[0],[0],[0],[0]
1173,US9734447B1,1,[1],[1],[1],[1],[1]
1174,US6837630B2,0,[0],[0],[0],[0],[0]
1175,US9278806B2,0,[0],[0],[0],[0],[0]
1176,US10046367B2,0,[0],[0],[0],[0],[0]
1177,US9627532B2,1,[1],[1],[1],[1],[1]
1178,US7606354B2,0,[0],[0],[0],[0],[0]
1179,US9300692B2,0,[0],[0],[0],[0],[0]
1180,US10080573B2,0,[0],[0],[0],[0],[0]
1181,US4902886A,0,[0],[0],[0],[0],[0]
1182,US9301415B2,0,[0],[0],[0],[0],[0]
1183,US7908076B2,1,[1],[1],[1],[1],[1]
1184,US9378394B2,0,[0],[0],[0],[0],[0]
1185,US8972067B2,0,[0],[1],[0],[1],[0]
1186,US10100169B2,0,[0],[0],[0],[0],[0]
1187,US9982691B2,0,[0],[0],[0],[0],[0]
1188,US8937642B2,0,[1],[1],[1],[1],[1]
1189,US9413686B2,0,[0],[0],[0],[0],[0]
1190,US9894290B2,0,[0],[0],[0],[0],[0]
1191,US5250812A,0,[1],[1],[0],[0],[0]
1192,US9534759B2,0,[0],[0],[0],[0],[0]
1193,US8483364B2,0,[0],[0],[0],[0],[0]
1194,US8988338B2,0,[1],[0],[0],[0],[0]
1195,US4848688A,0,[0],[0],[0],[0],[0]
1196,US6681224B2,0,[0],[1],[1],[1],[0]
1197,US9694445B2,0,[0],[0],[0],[0],[0]
1198,US8972590B2,0,[0],[0],[0],[0],[0]
1199,US6247003A,1,[1],[1],[1],[1],[0]
1200,US7609224B2,0,[0],[0],[0],[0],[0]
1201,US9269442B2,0,[0],[0],[0],[0],[0]
1202,US9990587B2,1,[1],[1],[1],[1],[1]
1203,US9883407B2,0,[1],[0],[0],[0],[0]
1204,US5245352A,0,[0],[0],[0],[0],[0]
1205,US9579526B2,0,[0],[0],[0],[0],[0]
1206,US8978508B2,0,[0],[0],[0],[0],[0]
1207,US8255549B2,0,[0],[0],[0],[0],[0]
1208,US9858263B2,1,[1],[1],[1],[1],[1]
1209,US10015242B2,0,[0],[0],[0],[0],[0]
1210,US8293456B2,0,[0],[0],[0],[0],[0]
1211,US7729568B2,0,[0],[0],[0],[0],[0]
1212,US5747699A,0,[0],[0],[0],[0],[0]
1213,US9678059B2,1,[1],[1],[1],[1],[1]
1214,US9389100B2,0,[0],[0],[0],[0],[0]
1215,US5350564A,0,[0],[0],[0],[0],[1]
1216,US7465594B2,0,[0],[0],[0],[0],[0]
1217,US9039690B2,0,[0],[0],[0],[0],[0]
1218,US9133480B2,0,[0],[0],[0],[0],[0]
1219,US5214291A,0,[0],[0],[0],[1],[0]
1220,US9996591B2,0,[0],[0],[0],[0],[0]
1221,US8686646B2,0,[0],[0],[0],[0],[0]
1222,US9591330B2,1,[1],[0],[1],[0],[0]
1223,US9305071B1,0,[0],[0],[0],[0],[0]
1224,US9774631B2,0,[0],[0],[0],[0],[0]
1225,US8665358B2,0,[0],[0],[0],[0],[0]
1226,US10048908B2,0,[0],[0],[0],[1],[0]
1227,US9958854B2,0,[0],[0],[0],[0],[0]
1228,US9369080B2,0,[0],[0],[1],[0],[0]
1229,US9547565B2,0,[0],[0],[0],[0],[0]
1230,US9075665B2,1,[1],[1],[1],[1],[1]
1231,US10114543B2,0,[0],[0],[0],[0],[0]
1232,US7460064B1,0,[0],[0],[0],[0],[0]
1233,US6831286B2,0,[0],[0],[0],[0],[0]
1234,US9750456B2,0,[0],[0],[0],[0],[0]
1235,US8284717B2,0,[0],[0],[0],[0],[0]
1236,US9223312B2,0,[0],[0],[0],[1],[0]
1237,US9020383B2,0,[0],[0],[0],[0],[0]
1238,US9456959B2,0,[0],[0],[0],[0],[0]
1239,US9124981B2,1,[1],[0],[1],[0],[1]
1240,US9654938B2,0,[0],[0],[0],[0],[0]
1241,US9122878B1,0,[0],[1],[1],[1],[0]
1242,US9187090B2,0,[0],[0],[0],[0],[0]
1243,US9417005B1,0,[0],[0],[0],[0],[0]
1244,US10009081B2,0,[0],[0],[0],[0],[0]
1245,US8508386B2,0,[0],[1],[1],[0],[1]
1246,US9547481B2,0,[1],[0],[1],[1],[1]
1247,US7969326B2,0,[1],[1],[1],[0],[1]
1248,US7860644B2,0,[0],[0],[0],[0],[0]
1249,US7388719B2,0,[0],[0],[0],[0],[0]
1250,US8219177B2,0,[1],[0],[1],[0],[0]
1251,US8992228B2,1,[1],[1],[1],[1],[1]
1252,US6071037A,0,[0],[0],[0],[0],[0]
1253,US7619229B2,0,[0],[0],[0],[0],[0]
1254,US8417938B1,0,[0],[0],[0],[0],[0]
1255,US9605600B2,0,[0],[0],[0],[0],[0]
1256,US9317260B2,0,[0],[0],[0],[0],[0]
1257,US8046162B2,1,[1],[1],[1],[1],[1]
1258,US6847815B1,0,[0],[0],[0],[0],[0]
1259,US10057631B2,0,[0],[0],[0],[0],[0]
1260,US9746178B2,0,[0],[0],[0],[0],[0]
1261,US9357165B2,1,[1],[1],[1],[1],[0]
1262,US10007235B2,0,[0],[0],[0],[0],[0]
1263,US9723806B2,0,[0],[0],[0],[0],[0]
1264,US10057915B2,0,[0],[0],[0],[0],[0]
1265,US8977041B2,1,[1],[1],[1],[1],[1]
1266,US9545078B1,0,[0],[0],[0],[0],[0]
1267,US10055691B2,1,[1],[1],[1],[1],[1]
1268,US9615104B2,1,[1],[1],[1],[1],[1]
1269,US9213931B1,1,[1],[1],[0],[1],[1]
1270,US9798720B2,1,[1],[1],[1],[1],[1]
1271,US6618595B1,0,[0],[0],[0],[0],[0]
1272,US7046279B2,0,[0],[0],[0],[1],[0]
1273,US9804007B2,0,[0],[0],[0],[0],[0]
1274,US10133981B2,1,[1],[1],[1],[1],[1]
1275,US9779079B2,1,[0],[0],[1],[1],[1]
1276,US6917692B1,1,[1],[1],[1],[1],[1]
1277,US9339344B2,0,[0],[0],[0],[0],[0]
1278,US9901067B2,0,[0],[0],[0],[0],[0]
1279,US9475199B2,0,[0],[0],[0],[0],[0]
1280,US9985896B2,0,[0],[0],[0],[0],[1]
1281,US5742751A,0,[0],[0],[0],[0],[0]
1282,US8848085B2,0,[0],[0],[0],[0],[0]
1283,US6081534A,0,[0],[0],[0],[0],[0]
1284,US9258487B2,0,[0],[0],[0],[0],[0]
1285,US10044630B2,0,[0],[0],[0],[0],[0]
1286,US9604622B2,0,[0],[0],[0],[0],[0]
1287,US9648999B2,0,[0],[0],[0],[0],[0]
1288,US9128112B2,0,[0],[0],[0],[0],[0]
1289,US9956966B2,1,[1],[1],[1],[1],[1]
1290,US10083233B2,1,[1],[1],[1],[1],[1]
1291,US8926418B2,0,[0],[0],[0],[0],[0]
1292,US9480390B2,0,[0],[0],[0],[0],[0]
1293,US8953933B2,0,[0],[0],[0],[0],[0]
1294,US8941717B2,0,[1],[0],[0],[0],[0]
1295,US6659613B2,0,[1],[0],[0],[0],[0]
1296,US9431027B2,1,[1],[1],[1],[1],[1]
1297,US4587819A,0,[0],[0],[0],[0],[0]
1298,US8233736B2,0,[1],[1],[1],[0],[0]
1299,US9036993B2,0,[0],[0],[0],[0],[0]
1300,US9753959B2,1,[1],[1],[1],[1],[1]
1301,US10049105B2,1,[1],[0],[0],[1],[0]
1302,US9308391B2,0,[0],[0],[1],[0],[0]
1303,US10051351B2,0,[0],[0],[0],[0],[0]
1304,US10109185B1,1,[1],[1],[1],[1],[1]
1305,US10089649B1,0,[1],[0],[0],[0],[0]
1306,US9411777B2,0,[0],[0],[0],[0],[0]
1307,US10102744B2,1,[1],[1],[1],[1],[1]
1308,US9308593B2,0,[0],[0],[0],[0],[0]
1309,US4724763A,0,[0],[0],[0],[0],[0]
1310,US9089733B2,0,[0],[0],[0],[0],[0]
1311,US5606602A,0,[0],[0],[0],[0],[0]
1312,US9776334B2,0,[0],[0],[0],[0],[1]
1313,US9489706B2,1,[1],[1],[1],[1],[1]
1314,US9582885B2,1,[1],[1],[1],[1],[1]
1315,US7298413B2,0,[0],[0],[0],[0],[0]
1316,US9465851B2,1,[1],[1],[1],[1],[1]
1317,US9344926B2,0,[0],[0],[0],[0],[0]
1318,US9809001B2,0,[0],[0],[0],[0],[0]
1319,US9225959B2,1,[1],[1],[1],[0],[1]
1320,US9922144B2,1,[1],[1],[1],[1],[1]
1321,US9582509B2,0,[0],[0],[0],[0],[0]
1322,US8934377B2,0,[1],[1],[1],[1],[1]
1323,US9559808B2,0,[0],[0],[0],[0],[0]
1324,US9285767B2,0,[0],[0],[0],[0],[0]
1325,US9739141B2,0,[0],[0],[0],[0],[0]
1326,US9003176B1,0,[0],[0],[0],[0],[0]
1327,US8992012B2,0,[0],[0],[0],[0],[0]
1328,US10012766B2,1,[1],[1],[1],[1],[1]
1329,US10078907B2,1,[1],[1],[1],[1],[1]
1330,US8949550B2,0,[1],[0],[0],[0],[0]
1331,US9276542B2,0,[0],[0],[0],[0],[0]
1332,US9053392B2,1,[1],[1],[1],[1],[1]
1333,US9078623B2,0,[0],[0],[0],[0],[0]
1334,US8751646B1,0,[0],[0],[0],[0],[0]
1335,US6954546B2,0,[0],[0],[0],[0],[0]
1336,US8987490B2,0,[0],[0],[0],[0],[0]
1337,US7952607B2,1,[1],[1],[1],[1],[1]
1338,US10097342B2,0,[0],[0],[0],[0],[0]
1339,US9625611B2,1,[1],[1],[1],[1],[0]
1340,US6572298B1,0,[0],[0],[0],[0],[0]
1341,US9547487B2,0,[0],[0],[0],[0],[0]
1342,US9773196B2,1,[1],[1],[1],[1],[1]
1343,US8175453B2,0,[0],[0],[0],[0],[0]
1344,US9969507B2,1,[1],[1],[1],[1],[1]
1345,US9702820B2,0,[0],[0],[0],[0],[0]
1346,US10129596B2,0,[0],[0],[0],[0],[0]
1347,US10118295B2,0,[0],[0],[0],[0],[0]
1348,US7680046B2,0,[1],[1],[0],[1],[1]
1349,US7235784B2,0,[0],[0],[0],[0],[0]
1350,US9642586B2,1,[1],[1],[1],[1],[1]
1351,US9159218B2,1,[1],[1],[1],[1],[1]
1352,US9869145B2,0,[0],[0],[0],[0],[0]
1353,US9500078B2,0,[0],[0],[0],[0],[0]
1354,US8830309B2,1,[1],[1],[1],[1],[1]
1355,US7598752B2,0,[0],[0],[0],[0],[0]
1356,US5699340A,0,[0],[0],[0],[0],[0]
1357,US9543225B2,1,[1],[1],[1],[1],[1]
1358,US10075290B2,1,[1],[1],[1],[1],[1]
1359,US8636650B2,0,[0],[0],[0],[0],[0]
1360,US8661141B2,0,[0],[0],[0],[0],[0]
1361,US7933433B2,0,[1],[1],[1],[1],[1]
1362,US9322706B2,0,[0],[0],[0],[0],[0]
1363,US10095537B1,0,[1],[0],[0],[0],[1]
1364,US7487074B2,1,[1],[1],[1],[1],[1]
1365,US9357526B2,0,[0],[0],[0],[0],[0]
1366,US9000048B2,0,[0],[0],[0],[0],[0]
1367,US7936381B2,0,[0],[0],[0],[0],[0]
1368,US8799868B2,1,[1],[1],[1],[1],[1]
1369,US9888385B1,0,[0],[0],[0],[0],[0]
1370,US7734275B2,1,[1],[1],[1],[1],[1]
1371,US10102055B1,1,[1],[1],[1],[1],[1]
1372,US9219441B2,0,[1],[0],[0],[0],[0]
1373,US6788933B2,0,[1],[0],[0],[0],[0]
1374,US9654217B2,0,[0],[0],[0],[0],[0]
1375,US9699768B2,0,[0],[0],[0],[0],[0]
1376,US9660444B2,0,[0],[0],[0],[0],[0]
1377,US5912634A,1,[1],[1],[1],[1],[1]
1378,US7626394B2,0,[0],[0],[0],[0],[0]
1379,US8948629B2,0,[0],[0],[0],[0],[0]
1380,US9411210B2,0,[0],[0],[0],[0],[0]
1381,US9786299B2,1,[1],[1],[1],[1],[1]
1382,US9827670B1,0,[0],[0],[0],[0],[0]
1383,US6879706B2,1,[1],[1],[1],[1],[1]
1384,US9084937B2,1,[1],[1],[1],[1],[1]
1385,US9098891B2,1,[1],[1],[1],[1],[1]
1386,US9560832B2,0,[0],[0],[0],[0],[0]
1387,US6608313B2,0,[0],[0],[0],[0],[0]
1388,US8458103B2,1,[1],[1],[1],[1],[0]
1389,US6343810B1,0,[0],[0],[0],[0],[0]
1390,US9584494B2,0,[0],[0],[0],[0],[0]
1391,US9753377B2,1,[1],[1],[1],[1],[1]
1392,US9085081B2,0,[0],[0],[0],[0],[0]
1393,US9278737B2,0,[0],[0],[0],[0],[0]
1394,US9930567B1,0,[0],[0],[0],[0],[0]
1395,US8933572B1,1,[1],[1],[0],[1],[1]
1396,US9244680B2,0,[0],[0],[0],[0],[0]
1397,US10052759B2,0,[0],[0],[0],[0],[0]
1398,US9244139B2,0,[0],[0],[0],[0],[0]
1399,US9633002B1,1,[1],[1],[1],[1],[1]
1400,US6895356B2,0,[1],[0],[0],[0],[0]
1401,US9521311B2,1,[1],[1],[1],[1],[1]
1402,US10091675B2,1,[0],[1],[0],[0],[0]
1403,US9041699B2,0,[1],[0],[0],[0],[0]
1404,US9111148B2,1,[1],[1],[1],[1],[1]
1405,US10004625B2,0,[0],[0],[0],[0],[0]
1406,US9596297B2,0,[0],[0],[0],[0],[0]
1407,US8966315B2,0,[0],[0],[0],[0],[0]
1408,US9979872B2,0,[0],[0],[0],[0],[0]
1409,US9225464B2,0,[0],[0],[0],[0],[0]
1410,US9935864B2,1,[0],[1],[0],[1],[0]
1411,US7057642B2,0,[0],[0],[0],[0],[0]
1412,US9218565B2,1,[1],[1],[1],[1],[1]
1413,US10089556B1,1,[1],[1],[1],[1],[1]
1414,US10082093B2,0,[0],[0],[0],[0],[0]
1415,US9910984B2,1,[1],[1],[1],[1],[1]
1416,US8621116B2,0,[0],[0],[0],[0],[0]
1417,US8687121B2,0,[0],[0],[0],[0],[0]
1418,US8948911B2,0,[0],[0],[0],[0],[0]
1419,US9749620B2,1,[1],[0],[1],[1],[0]
1420,US9630398B2,0,[0],[0],[0],[0],[0]
1421,US9349073B2,1,[1],[1],[1],[1],[1]
1422,US9149018B2,0,[0],[0],[0],[0],[0]
1423,US9917665B1,0,[0],[0],[0],[0],[0]
1424,US8941090B2,0,[0],[0],[0],[0],[0]
1425,US9037262B2,0,[0],[0],[0],[0],[0]
1426,US7117067B2,1,[1],[1],[0],[1],[1]
1427,US9750576B2,0,[0],[0],[0],[0],[0]
1428,US9716862B1,0,[1],[0],[1],[1],[1]
1429,US9568440B2,0,[0],[0],[0],[0],[0]
1430,US9915436B1,0,[0],[0],[0],[0],[0]
1431,US9436879B2,1,[1],[1],[1],[1],[1]
1432,US7020556B2,1,[1],[1],[1],[1],[0]
1433,US9981381B1,0,[0],[0],[0],[0],[0]
1434,US7908082B2,0,[1],[0],[1],[0],[0]
1435,US9916159B2,0,[0],[0],[0],[0],[0]
1436,US9537446B2,0,[0],[0],[0],[0],[0]
1437,US10044891B2,0,[1],[0],[0],[0],[1]
1438,US9340957B2,0,[0],[0],[0],[0],[0]
1439,US7706965B2,1,[1],[1],[1],[1],[1]
1440,US9833905B2,0,[0],[0],[0],[0],[0]
1441,US9686305B2,1,[1],[1],[1],[1],[1]
1442,US6141627A,0,[0],[0],[0],[0],[1]
1443,US4794417A,0,[0],[0],[0],[0],[0]
1444,US9124923B2,0,[0],[0],[0],[1],[0]
1445,US7814224B2,1,[1],[1],[1],[0],[1]
1446,US7970268B2,0,[0],[0],[0],[0],[0]
1447,US8953419B2,0,[1],[0],[1],[0],[0]
1448,US9037396B2,1,[1],[1],[0],[0],[0]
1449,US9471361B2,0,[0],[0],[0],[0],[0]
1450,US8345299B2,0,[0],[0],[0],[0],[0]
1451,US8228391B2,1,[1],[0],[1],[1],[1]
1452,US9575833B2,0,[0],[0],[0],[0],[0]
1453,US9482574B2,0,[0],[0],[0],[0],[0]
1454,US9069064B2,1,[1],[1],[0],[1],[0]
1455,US9696873B2,1,[0],[0],[0],[0],[1]
1456,US9060595B2,0,[0],[0],[0],[0],[0]
1457,US5101226A,0,[0],[0],[0],[0],[0]
1458,US9961339B2,0,[0],[0],[0],[0],[0]
1459,US7027787B2,0,[0],[0],[0],[0],[0]
1460,US5237690A,0,[0],[0],[0],[0],[0]
1461,US9569663B1,1,[1],[1],[1],[1],[1]
1462,US8955971B2,0,[0],[0],[0],[0],[0]
1463,US9516346B2,1,[0],[0],[0],[1],[0]
1464,US9291736B2,1,[0],[0],[1],[1],[0]
1465,US9626695B2,1,[1],[1],[1],[0],[1]
1466,US10115238B2,1,[1],[1],[1],[1],[0]
1467,US10032114B2,1,[1],[1],[1],[1],[1]
1468,US10019147B2,0,[0],[1],[0],[1],[0]
1469,US9224242B2,1,[1],[1],[1],[1],[1]
1470,US8130271B2,0,[1],[0],[0],[1],[1]
1471,US9811921B2,1,[1],[1],[1],[1],[1]
1472,US9256938B2,1,[1],[0],[0],[0],[0]
1473,US9998733B2,0,[0],[0],[0],[0],[0]
1474,US9424065B2,0,[0],[0],[0],[0],[0]
1475,US10116530B2,0,[0],[0],[0],[0],[0]
1476,US10025560B2,0,[0],[0],[0],[0],[0]
1477,US9171145B2,0,[0],[0],[0],[0],[0]
1478,US9854138B2,1,[1],[1],[1],[1],[0]
1479,US9167385B2,0,[0],[0],[0],[1],[1]
1480,US6429968B1,0,[0],[0],[0],[0],[0]
1481,US9717480B2,1,[1],[1],[1],[1],[1]
1482,US5347331A,0,[1],[1],[1],[1],[1]
1483,US10089717B2,1,[1],[1],[1],[1],[1]
1484,US8289811B2,1,[0],[0],[1],[1],[0]
1485,US8994552B2,0,[1],[0],[1],[0],[1]
1486,US10091775B2,0,[0],[0],[0],[0],[0]
1487,US8554877B2,0,[0],[0],[0],[0],[0]
1488,US9619535B1,1,[1],[1],[1],[1],[1]
1489,US9091594B2,0,[0],[0],[0],[0],[0]
1490,US7369762B2,0,[0],[0],[0],[0],[0]
1491,US8788972B2,0,[1],[0],[0],[1],[1]
1492,US9572011B2,0,[1],[0],[0],[0],[0]
1493,US9288275B2,1,[1],[1],[1],[1],[1]
1494,US8888789B2,0,[0],[0],[0],[0],[0]
1495,US9448834B2,0,[0],[0],[0],[0],[0]
1496,US8488033B2,0,[0],[0],[0],[0],[0]
1497,US8970732B2,1,[1],[0],[0],[0],[0]
1498,US10108800B1,0,[0],[0],[0],[0],[0]
1499,US9111143B2,1,[1],[1],[1],[1],[1]
1500,US7792850B1,1,[1],[1],[1],[1],[1]
1501,US9730647B2,1,[1],[0],[0],[0],[1]
1502,US8518649B2,0,[0],[0],[0],[0],[0]
1503,US7822575B2,0,[0],[0],[0],[0],[0]
1504,US7148916B2,0,[1],[0],[0],[0],[0]
1505,US9262672B2,1,[1],[1],[1],[1],[1]
1506,US10127498B2,1,[1],[1],[1],[1],[1]
1507,US8296297B2,1,[1],[1],[1],[1],[1]
1508,US9141461B2,0,[0],[0],[0],[0],[0]
1509,US8902345B2,0,[0],[0],[0],[0],[0]
1510,US6785410B2,1,[1],[1],[1],[1],[1]
1511,US9532732B2,1,[1],[1],[0],[1],[0]
1512,US8963759B2,0,[0],[0],[0],[0],[0]
1513,US9418247B2,0,[0],[0],[0],[0],[0]
1514,US9087304B2,1,[1],[1],[1],[1],[1]
1515,US9829381B2,0,[1],[0],[0],[0],[1]
1516,US8963930B2,0,[0],[0],[0],[0],[1]
1517,US9367189B2,0,[0],[0],[0],[0],[0]
1518,US5519886A,0,[0],[0],[0],[0],[0]
1519,US8990078B2,1,[1],[1],[1],[1],[1]
1520,US6791717B1,1,[1],[1],[1],[1],[1]
1521,US9430766B1,1,[1],[1],[1],[1],[1]
1522,US8587518B2,0,[0],[0],[0],[1],[0]
1523,US6374048B1,0,[0],[0],[0],[0],[0]
1524,US9800693B2,0,[0],[0],[0],[0],[0]
1525,US9014849B2,0,[0],[0],[0],[0],[0]
1526,US9261771B2,0,[0],[0],[0],[1],[0]
1527,US9052896B2,1,[0],[1],[0],[1],[1]
1528,US9749516B2,0,[0],[0],[0],[0],[0]
1529,US9092865B2,1,[0],[0],[1],[1],[1]
1530,US8406512B2,1,[1],[1],[1],[1],[1]
1531,US9104982B2,1,[1],[1],[0],[1],[0]
