,app number,actual,abstract,ipc c,application year
1826,US5437834A,0,Porous living body repairing member and a method of imparting elasticity to it a porous living body repairing member obtained by compression molding a metal fiber material into a desired shape sintering the fiber mesh body or thereafter and imparting a compressive stress of not more than to mpa to provide a porous living body repairing member having a compressive elasticity of not more than mpa and a permanent deformation of not more than under a stress below a compressive yield stress the compressive yield stress becomes approximately equal to the above compressive stress and almost complete elasticity of a permanent deformation rate of not more than is shown with respect to a compressive stress below this compressive yield stress accordingly even when the porous living body repairing member is used at a high compressive load site such as man s lumbar body permanent deformation hardly occurs since the member of this invention has a compressive elasticity of not more than mpa when it is transplanted within the living body its stress to the bone is well transmitted and it acts advantageously to the bone ingrowth in the pore at the same time bone absorption around the repairing member is not developed which may occur by the shielding off of the stress as is seen in a living body repairing member having a high elasticity,B2,1993
1827,US9557585B1,0,Stacked rows pseudo randomly spaced two dimensional phased array assembly a phased array that comprises a predetermined number of emitter receiver elements said emitter receiver elements being arranged on a array formed of stacked rows wherein the emitter receiver elements in each row of the array are distributed according to a pseudo random pattern and the heights of the rows vary according to a pseudo random pattern,H0 G0,2014
1828,US9278806B2,0,Z drive shipping lock for storage library robotic assembly a system for selectively disallowing unwinding of a storage library robotic mechanism cable assembly in a direction that would otherwise allow a platform of the robotic mechanism to move downwardly via the force of gravity while at the same time allowing for winding up of the cable assembly and the platform such as during shipping manual access replacement of the robotic mechanism and or the like the system may include a ratchet pawl for engaging between adjacent teeth of a drive assembly of the robotic mechanism and an actuator for selectively moving or allowing for movement of the ratchet pawl into and out of the engaged position in one embodiment the system may include an electric switch or the like to sense when the pawl is engaged with the drive assembly,G1 B6,2013
1829,US6736702B2,0,End face polishing machine an end face polishing machine having a polishing board supported on a machine body and an optical fiber retaining jig and adapted to polish a free end portion of an optical fiber retained by the jig to the shape of a wedge by a polishing member fixed to the polishing board the machine including an inspection unit adapted to take a picture image of a free end portion of the optical fiber retained by the jig and ascertain the position of a core on an end face of the optical fiber,B2,2002
1830,US9454909B1,1,Firearms training method using protocol based upon threat pattern recognition a training simulation depicts an assailant presenting a weapon to engage a trainee to simulate a deadly force encounter the simulation has a recognition portion that is representative of the assailant presenting the weapon to engage the trainee in accordance with a step of the method the trainee is instructed by presenting the recognition portion to the trainee at least three times a first time weapon pattern recognition presentation being the presentation of the recognition portion of the simulation at first speed corresponding to real time a second time weapon pattern recognition presentation being the presentation of the recognition portion of the simulation at a second speed that is less than the first speed and a third time weapon pattern recognition presentation being the presentation of the recognition portion of the simulation at a third speed that is less than the first speed but greater than the second speed,F4 G0,2013
1831,US9654695B2,0,Imaging device and control method for imaging device an imaging device for performing inter exposure zoom photographing in which a zoom operation is performed during an exposure period comprising a zoom control section that controls a zoom lens driving section a photographing control section that instructs photographing to an image sensor and an operation control section that causes the zoom control section and the photographing control section to execute control at the same time so that the photographing control section causes the image sensor to perform continuous photographing in synchronization with controlling of the zoom control section by driving a photographing lens in a predetermined direction the zoom control section causes the zoom lens driving section to output the driving amount for operating the zoom driving in a direction opposite to the predetermined direction and the photographing control section causes the photographing to be performed with a part of a zoom position during exposure overlapped,H0 G0,2016
1832,US10046367B2,0,Material separation and conveyance using tuned waves systems methods and computer readable media for material separation and conveying using tuned waves are disclosed,B0,2016
1833,US9627532B2,1,Methods and apparatus for training an artificial neural network for use in speach recognition methods and apparatus for training a multi layer artificial neural network for use in speach recognition the method comprises determining for a first speech pattern of the plurality of speech patterns using a first processing pipeline network activations for a plurality of nodes of the artificial neural network in response to providing the first speech pattern as input to the artificial neural network determining based at least in part on the network activations and a selection criterion whether the artificial neural network should be trained on the first speech pattern and updating using a second processing pipeline network weights between nodes of the artificial neural network based at least in part on the network activations when it is determined that the artificial neural network should be trained on the first speech pattern,G0 H0 G1,2014
1834,US5313200A,0,Road traffic congestion display system a display system mounted on a vehicle is designed to display a road map image around the vehicle with one or more directional congestion marks each indicating the position and direction of a congested traffic by receiving traffic information by radio communication the directional congestion mark is in the form of an arrow or a series of arrows therefore the driver can readily perceive the direction of a congested traffic,G0,1992
1835,US9844886B2,0,Tendon systems for robots a robot tendon system having a robot arm having an exterior surface and further rigid elements each of which is moveably attached to the robot arm or to another of the further rigid elements further a tendon retaining element defines a set of closed channels and has a major exterior surface that is attached to the major surface of the robot arm finally tendons extend through the closed channels and are attached to the rigid elements,B2,2015
1836,US9741018B2,1,Systems and methods for extracting similar group elements techniques for extracting similar group elements are described in one embodiment a received communication is analyzed for repeating patterns in the elements within the communication an input may be received via a user interface identifying a particular element of the received communication a system may then identify a particular position within a repeating pattern that is associated with the particular element every element within the communication that is in the same position within the repeating pattern may then be identified stored or output in a specified or preselected format various embodiments may account for multi page response communications various pattern recognition techniques and automated or user assisted systems,G0,2014
1837,US10017990B2,0,Ladder safety device a ladder safety device is usable for holding and stabilizing a ladder in a safe and stable manner while being used by way of securing a ladder relative to continuous horizontal guttering at the edge of a building the device locks to the gutter by way of locking jaws and is secured to the side rail of a ladder by way of an adjustable locking bar said locking bar being adjustable in lateral and normal directions the jaws interact by an over center relationship with each other in an alternate embodiment a trigger and locking mechanism secures the jaws in a closed position while in use,E0 B2,2015
1838,US10099931B2,0,One step preparation method for hollow shell type small grain ZSM 5 molecular sieve a method for directly preparing an empty shell type small grain zsm molecular sieve the method comprises uniformly mixing and stirring an organic template agent a silicon source and water dripping an aqueous solution of an aluminum source into the mixture preserving room temperature and continuously stirring for a period of time and performing hydrothermal crystallization and washing drying and roasting the obtained product to obtain the molecular sieve the molecular sieve has high degree of crystallinity and uniform particle size moreover the method requires short time simple operation and only one step no extra surfactant is needed and secondary acid and alkali treatment is not needed,C0,2015
1839,US7606354B2,0,Method and system for dynamic tariffing and billing a method and a system for dynamic tariffing and billing where tariffs of telecommunication services are adapted based on the usage of telecommunication services between members of a group account,H0,2005
1840,US9846948B2,1,Systems methods and devices for image matching and object recognition in images using feature point optimization an image matching technique locates feature points in a template image such as a logo and then does the same in a test image feature points of a template image are determined under various transformations and used to determine a set of composite feature points for each template image the composite feature points are used to determine if the template image is present in a test image,G0,2015
1841,US8987033B2,0,Method for forming CMOS image sensors a method includes forming a blocking layer over a substrate and etching the blocking layer to form a trench in the blocking layer a dielectric layer is formed wherein the dielectric layer comprises a first portion over the blocking layer and a second portion in the trench after the step of forming the dielectric layer an implantation is performed to implant an impurity into the substrate to form a deep well region after the implantation the dielectric layer and the blocking layer are removed,H0,2011
1842,US10027458B2,0,Methods and apparatus for providing communications with use of first and second RF transceiver modules a method of communicating using first and second radio frequency rf transceiver modules of a communication device involves reserving selected timeslots for a wireless communication link of a first rf transceiver module communicating data via the second rf transceiver module during the selected reserved timeslots and simultaneously communicating data via the first rf transceiver module during remaining unreserved timeslots of the wireless communication link,H0,2016
1843,US8779847B1,0,Systems and methods for finite impulse response adaptation for gain and phase control system and methods are provided for signal processing for example an input signal is received at a finite impulse response filter circuit including a plurality of stages where each stage of the plurality of stages is associated with a sample value of the input signal and a stage weight an output signal is generated using the finite impulse response filter circuit the output signal being equal to a weighted sum of the sample values of the input signal an error signal is generated to indicate a difference between the output signal and a target a constraint is applied to one or more of the stage weights the stage weights are changed within the constraint to reduce a magnitude of the error signal,H0,2012
1844,US9075941B2,1,Method for optimizing electrodeposition process of a plurality of vias in wafer the presently claimed invention provides a method for optimizing an electrodeposition process of a plurality of vias in a wafer instead of simulating a large number of via on the wafer for via filling a representative via is selected with the maximum value of critical factor which is a function of process parameters the filling of the representative via is simulated with different sampling points to find out the filling goodness in order to find out the optimized process windows of process parameters an optimizer is also disclosed which either provides sampling points or reduces sampling points under artificial neural network method calculation of filling goodness is used for evaluating via filling quality and further comparing among via fillings simulated at different sampling points consequently the method of present invention is able to shorten the simulation time for via filling as well as provide a process window with high accuracy,G0,2013
1845,US9300692B2,0,System and method for implementing data migration while preserving security policies of a source filer a data migration system in which security policies of a source file system are preserved in an environment in which clients actively issue communications for the source filer while data is migrated to a destination file system,H0 G0,2013
1846,US9344337B2,0,Service node originated service chains in a network environment an example method for service node originated service chains in a network environment is provided and includes receiving a packet at a service node in a network environment that includes a plurality of service nodes and a central classifier analyzing the packet for a service chain modification or a service chain initiation classifying the packet at the service node to a new service chain based on the analysis initiating the new service chain at the service node if the analysis indicates service chain initiation and modifying an existing service chain for the packet to the new service chain if the analysis indicates service chain modification in specific embodiments the analysis includes applying classification logic specific to the service node some embodiments service node attributes and order of service nodes in substantially all service chains configured in the network may be received from a central controller,H0,2014
1847,US10004506B2,0,Surgical system a surgical system is disclosed comprising a robotic system comprising an interface portion an end effector a housing a latching arrangement and a drive system the end effector is configured to perform a first action in response to a first actuation motion and a second action in response to a second actuation motion the drive system comprises a drive assembly configured to generate a rotary control motion a drive transmission and a motor the drive transmission applies the first actuation motion to the end effector in response to the rotary control motion when the drive transmission is in a first position the drive transmission applies the second actuation motion to the end effector in response to the rotary control motion when the drive transmission is in a second position the motor is configured selectively shift the drive transmission between the first position and the second position,A6,2017
1848,US9088990B2,0,Method for processing service and apparatus embodiments of the present invention disclose a method for processing service and apparatus relating to the field of communication technologies and invented for effectively reducing signaling interactions and optimizing the performance of a communication system the method for processing service includes receiving a packet data protocol pdp deactivation request message or a signaling connection release indication scri message sent from a user equipment and maintaining a bearer corresponding to the user equipment the present invention may be used in global systems for mobile communications and long term evolution communication systems,H0,2013
1849,US6894291B2,0,Apparatus and methods for blocking highly scattered charged particles in a patterned beam in a charged particle beam microlithography system apparatus and methods are disclosed pertaining to microlithography performed using a charged particle beam in an exemplary apparatus the projection optical system includes a first projection lens situated downstream of a pattern defining reticle and a second projection lens situated downstream of the first projection lens between the first and second projection lenses is a back focal plane of the first projection lens at which focal plane a beam crossover is formed the projection optical system includes a cutoff plate assembly including at least one aperture defining cutoff plate located between the reticle and the back focal plane the respective aperture in each cutoff plate is wider than an aperture in a scattering aperture conventionally located at the back focal plane if the cutoff plate assembly includes multiple cutoff plates the aperture defined in the cutoff plate closer to the reticle is wider than the aperture defined in the more downstream cutoff plate at least one of the cutoff plates defines an aperture that is laterally extended in a beam deflection direction in the projection optical system,G2,2001
1850,US9950881B2,0,Robotic trailer loading device with telescoping robot a cargo handling system includes a gantry and a robot arm the gantry is configured to move from a retracted position to an extended position the robot arm hangs from the gantry the robot arm is configured to move along the gantry at least when the gantry is in the extended position the robot arm is configured to handle one or more cargo items a conveyor is configured to move from a retracted position to an extended position the conveyor is configured to transport the cargo items to and or from the robot arm,B6,2014
1851,US10047358B1,1,Microbial strain improvement by a HTP genomic engineering platform the present disclosure provides a htp microbial genomic engineering platform that is computationally driven and integrates molecular biology automation and advanced machine learning protocols this integrative platform utilizes a suite of htp molecular tool sets to create htp genetic design libraries which are derived from inter alia scientific insight and iterative pattern recognition the htp genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa furthermore the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest,C1 G0,2018
1852,US10080973B1,0,Placeholder items that can be exchanged for an item of value based on user performance systems and methods for online gaming including virtual placeholder items that can be exchanged for virtual items of value based on a quantitative performance of the users relative to other users in events that take place in the online game,A6,2018
1853,US10080573B2,0,Ankle replacement system and method various surgical devices and methods are disclosed herein also disclosed is multi component prosthesis which can be used as an ankle prosthesis one of the disclosed surgical alignment systems includes a guide arm a ratchet arm frame configured to be coupled slidably to the guide arm a ratchet arm configured to be coupled to the ratchet arm frame and a sagittal sizing guide body configured to be coupled to the ratchet arm the sagittal sizing guide body includes a first radiopaque object disposed at a first position and a second radiopaque object disposed at a second position that is spaced apart from the first position,A6,2014
1854,US9612342B2,0,GNSS positioning system including an anti jamming antenna and utilizing phase center corrected carrier a carrier phase correction sub system for use with a gnss receiver that utilizes an active null and beam steering controlled radiation pattern antenna crpa determines carrier phase corrections that compensate for antenna phase center movements in the carrier phase measurements taken from the crpa filtered signal the carrier phase sub system utilizes measured radiation patterns angles of incidence of the satellite signals at the crpa and the applied weights to determine carrier phase corrections to be applied to the crpa filtered signals from which the carrier phase measurements are later taken or to the carrier phase measurements depending on the dynamics of the jamming signal with the carrier phase corrected the gnss receiver may utilize known rtk techniques to resolve carrier cycle ambiguities,G0 H0,2012
1855,US4902886A,0,Noise reduction for photodiode arrays a method and apparatus for reducing noise in a light sensing circuit having a photodiode array coupled to a charge amplifier through a field effect transistor transfer switch thermal noise generated by the transfer switch is combined with image signals inputted to the charge amplifier resulting in an outputted noisy image signal the invention eliminates this noise by taking two consecutive readings of the charge amplifier output one before and one after closing the transfer switch and after opening it the thermal noise generated by the transfer switch and added to the next reading of the charge amplifier output is equal to the difference between these two readings once stored this difference can be subtracted from the previously mentioned next reading resulting in the elimination of this noise term,H0,1989
1856,US5446509A,0,Eye fundus photographing apparatus and eye fundus camera for changing magnification with which an object is photographed this invention relates to an eye fundus photographing apparatus for photographing the fundus of an eye to be examined the eye fundus photographing apparatus has an optical system for illuminating the fundus of the eye to be examined and also causing the illuminated fundus of the eye to be examined to be photographed at different photographing magnifications also provided is an operating mechanism for changing the photographing magnification the photographing magnification is changed by the operating mechanism being operated in a predetermined manner in addition an interlocking device is provided for varying a portion of the optical system without changing the photographing magnification by the operation of the operating mechanism succeeding to the operation of the operating mechanism for changing the photographing magnification by the optical system,A6,1993
1857,US9301415B2,0,Plug standards compliant circuit modules and connectors a circuit module configured for connective mating with standards compliant receptacles includes a pcb configured with one or more tabs populated with conductive pads for connection to the receptacle in preferred embodiments the tab or tabs emerge from a circuit module case configured to be substantially compliant with dimensional requirements for connectors that couple with receptacles compliant with various specifications including in preferred embodiments the sff or sata specifications,H0 G0,2015
1858,US7908076B2,1,Representative road traffic flow information based on historical data techniques are described for automatically analyzing historical information about road traffic flow in order to generate representative information regarding current or future road traffic flow and for using such generated representative traffic flow information representative traffic flow information may be generated for a variety of types of useful measures of traffic flow such as for average speed at each of multiple road locations during each of multiple time periods generated representative traffic flow information may be used in various ways to assist in travel and for other purposes such as to determine likely travel times and plan optimal routes the historical traffic data used to generate the representative traffic flow information may include data readings from physical sensors that are near or embedded in the roads and or data samples from vehicles and other mobile data sources traveling on the roads,G0,2007
1859,US9806151B2,0,Biosensor based on heterojunction bipolar transistor in one example a sensor includes a heterojunction bipolar transistor and component sensing surface coupled to the heterojunction bipolar transistor via an extended base component in another example a biosensor for detecting a target analyte includes a heterojunction bipolar transistor and a sensing surface the heterojunction bipolar transistor includes a semiconductor emitter including an emitter electrode for connecting to an emitter voltage a semiconductor collector including a collector electrode for connecting to a collector voltage and a semiconductor base positioned between the semiconductor emitter and the semiconductor collector the sensing surface is coupled to the semiconductor base of the heterojunction bipolar transistor via an extended base component and includes a conducting film and a reference electrode,H0 G0,2015
1860,US7190389B1,0,Stereo camera a stereo camera includes a pair of photographing optical systems arranged in a common plane so that a common photographing coverage occurs between a pair of photographing areas taken by the pair of photographing optical systems an object distance measuring device a convergence angle adjustment mechanism adapted to vary an angle of convergence defined by and between the optical axes of the pair of photographing optical systems so as to adjust an amount of common photographic coverage of the pair of photographing optical systems and a controller adapted to control the convergence angle adjustment mechanism in accordance with object distance data obtained by the object distance measuring device,H0,2000
1861,US4885757A,1,Digital adaptive receiver employing maximum likelihood sequence estimation with neural networks a maximum likelihood sequence estimator receiver includes a matched filter connected to a digital transmission channel and a sampler for providing sampled signals output by the matched filter the sampled signals are input to an analog neural network to provide high speed outputs representative of the transmission channel signals the neural network outputs are also provided as inputs to a coefficient estimator which produces coefficients for feedback to the matched filter for time varying transmission channel characteristics the coefficient estimator provides a second coefficient output which is utilized for changing the interconnection strengths of the neural network connection matrix to offset the varying transmission channel characteristics,H0,1987
1862,US9194965B2,0,System and method for X ray image acquisition and processing an imaging system is provided the imaging system includes an x ray radiation source the imaging system also includes a source controller coupled to the x ray radiation source and configured to modulate an exposure pattern from the x ray radiation source to enable a coded exposure sequence the imaging system further includes a digital x ray detector configured to acquire image data that includes at least one coded motion blur,G0,2012
1863,US9983964B2,0,Optimizing disaster recovery systems during takeover operations exemplary embodiments for optimizing disaster recovery systems during takeover operations are provided in one embodiment by way of example only a flag is set in a replication grid manager to identify replication grid members to consult in a reconciliation process for resolving intersecting and non intersecting data amongst the disaster recovery systems for a takeover operation including indicating those of the replication grid members that acquired ownership over cartridges belonging to source systems,G0,2016
1864,US9013220B2,0,Semiconductor apparatus and semiconductor system provided is a semiconductor apparatus including a plurality of semiconductor chips coupled through an electrical coupling unit each of the semiconductor chips includes a chip id signal generation unit configured to generate a chip id signal and a chip enable signal generation unit configured to receive a clock enable signal in response to the chip id signal wherein one of the semiconductor chips shares the received clock enable signal as a transfer clock enable signal with the other semiconductor chips and the chip enable signal generation unit detects whether or not an error occurs in the chip id signals of the plurality of semiconductor chips selects any one of the transfer clock enable signal and the clock enable signal applied and outputs the selected signal as a chip enable signal,H0 G1 G0,2013
1865,US9576468B2,1,Human motion feature extraction in personal emergency response systems and methods a non wearable personal emergency response system pers architecture is provided having a synthetic aperture antenna based rf interferometer followed by two stage human state classifier and abnormal states pattern recognition systems and methods transmit ultra wide band radio frequency signals at and receive echo signals from the environment process the received echo signals to yield a range bin based slow signal that is spatio temporally characterized over multiple spatial range bins and multiple temporal sub frames respectively and derive from the slow signal a doppler signature and a range time energy signature as motion characteristics of human s in the environment and optionally also derive location data as movement characteristics thereof the decision process is carried out based on the instantaneous human state local decision followed by abnormal states patterns recognition global decision,G0 H0,2015
1866,US9378394B2,0,Method and apparatus for differentiated access control a method for differentiated access control on a computing device having a connection with a second device the method checking whether a timer has expired on the second device or if a connection is lost to the second device and preventing at least one of the plurality of application subsets from being launched or enabled if the timer has expired on the second device or the connection is lost to the second device,G0,2011
1867,US6587291B2,0,Asynchronously sampling wide bi phase codes sampling data with wide bi phase code symbols includes sampling a wide bi phase code symbol in the data a number n of times to produce samples of data selecting a subset of the samples determining which sample in the subset of samples has a largest magnitude and selecting a subset of samples in a subsequent wide bi phase code symbol based on a sample in a previous subset that has the largest magnitude,G1,2001
1868,US4517507A,0,Multiple output alternator system a single alternator having multiple isolated windings provides multiple outputs as for charging and volt batteries a main regulator controls the field coil current and a secondary regulator controls the charging current for the second battery by controlling the second rectifier,H0,1983
1869,US8972067B2,0,System and method for optimizing plant operations embodiments of the present disclosure include systems and a method in one embodiment a system is provided the system includes a risk calculation system configured to calculate a risk based on a static input and a dynamic input and a decision support system configured to use the risk to derive a decision the system also includes a plant control system configured to update operations of a plant based on the decision wherein the decision predicts future plant conditions,G0,2011
1870,US9003955B1,0,Pump systems and associated methods for use with waterjet systems and other high pressure fluid systems high pressure pump systems with reduced pressure ripple for use with waterjet systems and other systems are described herein a pump system configured in accordance with a particular embodiment includes four reciprocating members operably coupled to a crankshaft at degree phase angles the reciprocating members can include plungers operably disposed in corresponding cylinders and configured to compress fluid e g water in the cylinders to pressures suitable for waterjet processing such as pressures exceeding psi,F0 B2,2014
1871,US9775180B2,0,Radio communication system the radio communication system has a user equipment a first base station a second base station a serving gateway and a switching station the first base station has a control plane path set to the switching station the second base station has no control plane path to the switching station a path setting determiner determines whether to set a user plane path based on measurement information reported from the user equipment a base station determiner determines based on identification information obtained by the user equipment whether a base station to which the user plane path is to be set is the second base station the base station corresponding to the obtained identification information,H0,2013
1872,US10100169B2,0,Method for preparation of polyaniline nanostructures aniline monomers are subjected to a chemical oxidative polymerization in the presence of a templating compound and a primary dopant to obtain polyaniline nanostructures with a first morphology the obtained polyaniline nanostructures are doped with a secondary dopant to obtain polyaniline nanostructures with a second morphology,C0 B0,2016
1873,US10018707B2,0,Automated cancellation of harmonics using feed forward filter reflection for radar transmitter linearization a novel methodology for automatically linearizing a harmonic radar transmitter termed feed forward filter reflection fffr is disclosed the method combines the reflected second harmonic from a filter with the signal passing directly through the filter the second harmonic from these two paths are combined with equal and opposite amplitudes to reduce the second harmonic beyond filtering alone this methodology has been experimentally verified at transmit frequencies between and mhz implemented properly the technique provides greater than db rejection between and ghz although the tuning has been automated further optimization is possible automated tuning is demonstrated over mhz of bandwidth with a minimum cancellation of db one application for the harmonic cancellation is to create a linear radar transmitter for the remote detection of non linear targets,G0,2015
1874,US9982691B2,0,Double acting fluidic cylinder for material handling an apparatus and a method of using a plurality of dual acting cylinders to acquire articles with vacuum cups is disclosed a robot arm comprises a manipulator movable with the robot arm with the plurality of dual acting cylinders attached to the manipulator the robot arm is configured to passively conform to a plurality of irregular articles by extending dual acting cylinders from manipulator and moving the manipulator distally with the robot arm to conform to the plurality of irregular articles the movement causes each dual acting cylinder to passively and proximally retract from the contact of the vacuum cup with a respective irregular article and passively conform the vacuum cups and dual acting cylinders to the plurality of irregular articles each vacuum cup can adhere to and can manipulate acquired articles with vacuum,B6 B2 F1,2015
1875,US5432721A,0,Device and method of displaying mathematical expression for small electronic appliance when a user requested mathematical expression requiring when normally displayed a plurality of display rows is not an independent numerical element in another mathematical expression for example a numerator portion the requested mathematical expression is displayed in a each textbook representation format with element of the mathematical expression positioned in a fixed manner on a predetermined display row when a second mathematical expression is determined to be an independent numerical element in a first mathematical expression displayed in the textbook format the independent numerical element is displayed in a one row linear representation format as a result it is possible to display in a display portion having a small number of display rows the entire mathematical expression requiring when normally displayed more rows in the vertical direction than display rows,G0,1993
1876,US8937642B2,0,Stereo image data transmitting apparatus and stereo image data receiving apparatus object to provide a data structure that allows transmission of disparity information for restricted use such as closed caption information and that is capable of being easily coordinated with the existing broadcast standards solution a cc encoder outputs cc data for displaying a caption with a closed caption a disparity information creation unit outputs disparity information related with each window id included in the cc data a stream formatter a embeds the cc data and the disparity information in a user data area of a header portion of a video elementary stream so that the cc data and the disparity information can be identified by user data identification information the disparity information has added thereto instruction information instructing which of the left eye and the right eye is to be subjected to shifting on the basis of the disparity information also the disparity information is either configured to be commonly used in individual frames during a display period of closed caption information or configured to be sequentially updated during the individual periods and has added thereto identification information thereabout,H0,2010
1877,US8945478B2,0,Microfabricated devices with coated or modified surface and method of making same a microfabricated device or component thereof such as microfluidics or nanofluidics device having a uniform non wetting or non absorbing polymeric coating or surface modification formed on a surface thereof by ionization or activation technology such as plasma processing to produce a surface energy of less than mnm the treatment enhances the free flowing properties of a liquid through the device during use,B0 G0 C0,2007
1878,US8010126B2,0,Surveying wireless device users by location the present invention is a system and method for conducting survey using wireless devices the system architecture of the present invention comprises a location server and a location system the location server can receive a survey request from a subscriber delineate a survey area for the survey broadcast a query containing the survey to a plurality of wireless devices process responses received from the wireless devices and deliver a result of the survey to the subscriber the location system can generate location information for each of the wireless devices that received the query the location system may be a network based unit or a portable unit provisioned at each of the wireless devices in one of the embodiments the location system is a gps receiver that generates the longitude and the latitude of the wireless devices at which it is provisioned,H0,2006
1879,US9994426B1,0,Lap joint platform of large load lifting container a lap joint platform of a large load lifting container includes a machine frame a rocker arm platform a rear rocker arm platform locking and loading devices the lap joint platform is stable in loading and unloading processes,B6,2015
1880,US9413686B2,0,Establishing a unique end to end management key systems and methods for communicating and authenticating end to end management keys to stations to facilitate communications between stations in the network a nonce based upon a pseudo random number generated by the station s can be included with the end to end management key emk the station s can compare the nonce to the generated pseudo random number to authenticate the emk,H0,2008
1881,US8994776B2,0,Customizable robotic system a telepresence robot uses a series of connectible modules and preferably includes a head module adapted to receive and cooperate with a third party telecommunication device that includes a display screen the module design provides cost advantages with respect to shipping and storage while also allowing flexibility in robot configuration and specialized applications,B6 H0 F1 B2,2011
1882,US9188401B2,0,Combined direct drive gas piston system and frontal ambidextrous non reciprocating charging system for autoloading rifle a combined retrofit direct drive gas piston system for use with m rifle and other appropriated platforms operating in conjunction with a frontal actuated ambidextrous non reciprocating charging system working in tandem with other existing charging handle systems the device conceived to be installed in said rifles in an effortless manner by coupling supporting components with the receiver and the barrel without performing any machining operations the artifact partially comprises affixing supports a structural tube to constrain and hold the components a securing frontal gas block a regulated direct gas piston system including an independent push bar with alignment rings springs and freely displacing part with projections connecting with the exterior handle or hand guard actuator by enabling to use the extended firer s supporting hand for charging said artifact solves complicated ergonomic maneuvers required to charge the original m also eliminates problems of the original gas impingement system,F4,2013
1883,US9894290B2,0,Lens unit camera system and control method for aperture a lens unit having a photographing lens an aperture and an aperture drive mechanism for opening and closing the aperture comprising a memory that stores characteristics of the aperture drive mechanism an aperture drive section that drives the aperture drive mechanism and an aperture control section that controls the aperture drive section so that rate of change of light amount that passes through the aperture as a result of opening and closing operations of the aperture becomes constant based on the characteristics of the aperture drive mechanism,H0,2016
1884,US9532135B2,0,Bone conduction speaker unit problem is to provide a bone conduction speaker unit which is compact as a whole and can be used being simply and neatly mounted to a great variety of pieces of existing communication equipment such as mobile phones a unit case is provided which incorporates a bone conduction speaker such that a diaphragm is exposed with an earphone jack mating plug which is connected to the bone conduction speaker being disposed on the unit case and by connecting the plug to an earphone jack on a cabinet of a piece of communication equipment such as a mobile phone the piece of communication equipment is allowed to be used as a speaker,H0,2014
1885,US4711230A,0,Chiropractic adjustment device a chiropractic adjustment device for use in applying toggle recoil to a vertebrae comprises a headrest placed upon a set of compression springs mounted atop a base the device includes a pair of latches that have a catch formed with a series of catch elements and a latch bar for catching and holding the headrest in various positions relative to the base,A6,1986
1886,US7308346B2,0,Steering device a steering device with a constitution in which an operation unit and steerable wheels are not mechanically connected has a target turning angle setting device which sets a target turning angle of the steerable wheels according to an operation amount of the operation unit a turning angle measuring device which measures an actual turning angle of the steerable wheels and a turning actuator which turns the steerable wheels according to a deviation between the target turning angle and the actual turning angle wherein when an operating direction of the operation unit is reversed the target turning angle setting device sets the target turning angle according to the actual turning angle which is measured by the turning angle measuring device at a time of reversing,B6,2005
1887,US5250812A,0,Electron beam lithography using an aperture having an array of repeated unit patterns an electron beam lithography apparatus is disclosed which has an aperture plate provided with an aperture including an array of repeated unit patterns and an ordinary aperture of a rectangular shape a region free of the influence of a proximity effect is delineated using the former aperture and a region affected by the proximity effect is delineated using the latter aperture the number of repeated unit patterns included in the former aperture is determined considering the number of repeated unit patterns included in a pattern array to be delineated on a substrate thereby the number of electron beam shots is reduced a plurality of apertures having slightly different aperture widths may be provided for always keeping a pattern line width constant,H0,1992
